2298123	27.052	-81.78453	6	18.9	540.65	1.475	4.950	-4.287	3.356	-2.907	-0.878	0.775	3.550	-4.224	4.581	-5.450	-1.062	0.825	3.550	-2.696	4.303	-3.268	-0.711	0.559	0.931	-0.207	0.977	1.074	0.356	1.647	0.059	1.018	0.849
2297310	27.19949	-81.98842	6	26.3	528.38	1.475	4.625	-4.187	3.136	-2.839	-0.955	0.875	3.450	-4.206	3.943	-4.807	-0.953	nan	nan	nan	nan	nan	nan	0.525	1.115	-0.500	0.960	1.082	nan	nan	nan	nan	nan
2298608	27.34366	-82.15676	6	20.8	312.34	1.600	4.950	-4.319	3.094	-2.699	-0.929	1.250	3.525	-4.211	2.820	-3.369	-1.060	1.200	4.050	-3.122	3.375	-2.601	-0.739	0.734	0.733	-1.111	0.901	1.185	0.578	0.529	-0.176	1.041	0.940
2296500	27.37504	-81.79647	6	28.9	886.4	1.575	4.825	-4.235	3.063	-2.689	-0.908	0.850	3.200	-3.948	3.765	-4.645	-0.942	0.800	3.900	-2.980	4.875	-3.724	-0.770	0.524	1.172	-0.448	1.038	1.048	0.460	0.909	0.773	1.280	0.845
2299950	27.47365	-82.2112	6	32.6	174.27	1.600	4.800	-4.252	3.000	-2.657	-0.930	1.325	3.800	-4.272	2.868	-3.224	-1.058	0.950	2.050	-1.671	2.158	-1.759	-0.802	0.688	0.595	-0.833	0.912	1.182	0.375	1.167	-2.292	0.658	0.919
8194200	27.96501	-98.96697	4	159.9	1220.58	1.525	4.875	-4.286	3.197	-2.810	-0.916	0.650	4.125	-4.048	6.346	-6.228	-0.851	1.425	3.775	-6.641	2.649	-4.660	-1.824	0.508	1.450	0.500	1.384	1.105	0.770	0.196	-0.783	1.790	2.047
8189500	28.29195	-97.27916	4	77.7	1808.29	1.500	4.625	-4.245	3.083	-2.830	-0.902	0.850	3.450	-4.064	4.059	-4.781	-0.860	1.575	4.650	-4.754	2.952	-3.018	-1.029	0.550	1.500	-0.308	1.030	0.965	0.950	-0.143	0.018	1.281	1.150
8176900	28.86165	-97.22638	4	90.1	925.44	1.600	4.425	-4.242	2.766	-2.652	-0.935	0.875	3.575	-4.064	4.086	-4.644	-0.881	0.450	1.425	-0.961	3.167	-2.137	-0.677	0.547	1.071	0.000	1.050	0.922	0.188	3.833	-2.667	0.825	0.764
2235200	28.87453	-81.48938	6	22.4	297.7	1.400	4.950	-4.320	3.536	-3.086	-0.945	0.725	3.450	-4.052	4.759	-5.590	-1.024	0.475	5.300	-3.126	11.158	-6.580	-0.588	0.500	1.957	-1.087	1.101	1.282	0.536	0.667	5.833	1.155	0.611
8164000	28.95998	-96.68637	4	81.6	2124	1.675	4.700	-4.377	2.806	-2.613	-0.890	0.775	3.450	-4.014	4.452	-5.180	-0.878	1.650	4.325	-4.410	2.621	-2.673	-1.069	0.478	1.200	0.400	1.540	1.051	0.925	0.017	-0.224	1.146	1.150
8175000	29.21525	-97.44943	4	110.2	1421.66	1.725	4.625	-4.292	2.681	-2.488	-0.901	0.900	3.500	-4.128	3.889	-4.587	-0.886	1.650	4.025	-4.389	2.439	-2.660	-1.105	0.536	0.786	-0.036	1.136	1.005	0.913	0.085	-0.356	1.217	1.277
8202700	29.37079	-99.28782	4	438.1	434.75	1.525	4.675	-4.221	3.066	-2.768	-0.899	0.600	3.850	-4.021	6.417	-6.701	-0.858	1.575	4.275	-5.726	2.714	-3.635	-1.477	0.410	0.722	1.444	1.551	1.099	0.918	0.019	-0.185	1.677	1.686
8190000	29.42857	-99.99729	4	566.2	1961.43	1.400	4.775	-4.265	3.411	-3.047	-0.924	0.650	3.400	-4.029	5.231	-6.198	-0.923	1.525	4.625	-4.215	3.033	-2.764	-0.988	0.446	1.381	-0.238	1.327	1.089	0.893	0.042	-0.229	1.114	1.149
