2298123	27.052	-81.78453	6	18.9	540.65	1.500	5.225	-4.969	3.483	-3.312	-0.983	1.425	6.175	-5.870	4.333	-4.119	-0.993
2297310	27.19949	-81.98842	6	26.3	528.38	1.525	4.975	-4.720	3.262	-3.095	-1.084	1.550	6.100	-5.728	3.935	-3.695	-0.942
2298608	27.34366	-82.15676	6	20.8	312.34	1.575	4.900	-4.735	3.111	-3.006	-1.034	1.525	5.925	-5.592	3.885	-3.667	-0.967
2296500	27.37504	-81.79647	6	28.9	886.4	1.525	5.425	-5.078	3.557	-3.330	-0.957	1.500	6.450	-6.085	4.300	-4.057	-0.920
2299950	27.47365	-82.2112	6	32.6	174.27	1.475	4.975	-4.618	3.373	-3.131	-1.015	1.400	6.025	-5.706	4.304	-4.076	-1.048
8194200	27.96501	-98.96697	4	159.9	1220.58	1.500	3.600	-3.569	2.400	-2.379	-1.036	1.500	5.525	-5.372	3.683	-3.581	-1.006
8189500	28.29195	-97.27916	4	77.7	1808.29	1.450	3.925	-3.725	2.707	-2.569	-0.989	1.575	5.475	-5.475	3.476	-3.476	-0.964
8176900	28.86165	-97.22638	4	90.1	925.44	1.675	4.050	-4.017	2.418	-2.398	-1.005	1.525	5.525	-5.472	3.623	-3.588	-0.950
2235200	28.87453	-81.48938	6	22.4	297.7	1.575	4.850	-4.614	3.079	-2.929	-1.011	1.525	6.250	-6.066	4.098	-3.978	-1.031
8164000	28.95998	-96.68637	4	81.6	2124	1.700	3.950	-4.013	2.324	-2.361	-1.067	1.625	5.225	-5.409	3.215	-3.328	-1.029
8175000	29.21525	-97.44943	4	110.2	1421.66	1.675	4.100	-3.996	2.448	-2.386	-1.020	1.550	5.350	-5.393	3.452	-3.479	-0.997
8202700	29.37079	-99.28782	4	438.1	434.75	1.600	4.125	-3.902	2.578	-2.439	-0.958	1.600	5.525	-5.446	3.453	-3.404	-0.993
8190000	29.42857	-99.99729	4	566.2	1961.43	1.550	4.125	-4.073	2.661	-2.628	-1.059	1.600	5.325	-5.541	3.328	-3.463	-1.055
8164300	29.46691	-96.81276	4	101.7	861.54	1.700	3.550	-3.850	2.088	-2.264	-1.132	1.625	5.300	-5.518	3.262	-3.396	-1.020
8190500	29.47273	-100.23646	4	615.4	1799.09	1.625	4.100	-3.827	2.523	-2.355	-0.977	1.575	5.250	-5.578	3.333	-3.542	-1.094
8195000	29.48857	-99.70478	4	607.0	1028.29	1.575	4.150	-4.141	2.635	-2.629	-1.076	1.525	5.725	-5.608	3.754	-3.677	-1.009
8200000	29.56967	-99.24671	4	498.0	249.11	1.700	4.250	-3.971	2.500	-2.336	-0.964	1.725	5.150	-5.341	2.986	-3.096	-1.052
