2298123	27.052	-81.78453	6	18.9	540.65	1.475	6.750	-8.792	4.576	-5.961	-1.324	0.950	8.925	-12.851	9.395	-13.528	-1.467
2297310	27.19949	-81.98842	6	26.3	528.38	1.400	6.850	-8.498	4.893	-6.070	-1.352	1.050	8.450	-12.772	8.048	-12.164	-1.557
2298608	27.34366	-82.15676	6	20.8	312.34	1.425	6.900	-8.476	4.842	-5.948	-1.350	1.125	8.400	-12.489	7.467	-11.101	-1.520
2296500	27.37504	-81.79647	6	28.9	886.4	1.400	6.775	-8.732	4.839	-6.237	-1.339	1.050	8.450	-13.191	8.048	-12.563	-1.575
2299950	27.47365	-82.2112	6	32.6	174.27	1.550	6.325	-8.222	4.081	-5.304	-1.371	1.200	8.150	-12.948	6.792	-10.790	-1.635
8194200	27.96501	-98.96697	4	159.9	1220.58	1.425	3.000	-2.906	2.105	-2.039	-1.043	1.400	6.475	-8.226	4.625	-5.876	-1.292
8189500	28.29195	-97.27916	4	77.7	1808.29	1.525	3.325	-3.673	2.180	-2.408	-1.173	1.550	6.000	-8.678	3.871	-5.599	-1.393
8176900	28.86165	-97.22638	4	90.1	925.44	1.450	3.750	-4.110	2.586	-2.835	-1.162	1.350	6.025	-8.540	4.463	-6.326	-1.417
2235200	28.87453	-81.48938	6	22.4	297.7	1.375	6.575	-8.074	4.782	-5.872	-1.209	1.000	8.800	-13.823	8.800	-13.823	-1.525
8164000	28.95998	-96.68637	4	81.6	2124	1.550	3.900	-4.089	2.516	-2.638	-1.156	1.350	6.075	-8.771	4.500	-6.497	-1.452
8175000	29.21525	-97.44943	4	110.2	1421.66	1.625	3.875	-3.978	2.385	-2.448	-1.069	1.350	6.200	-8.625	4.593	-6.389	-1.409
8202700	29.37079	-99.28782	4	438.1	434.75	1.550	3.500	-3.744	2.258	-2.416	-1.112	1.475	5.825	-9.134	3.949	-6.192	-1.609
8190000	29.42857	-99.99729	4	566.2	1961.43	1.650	3.675	-3.775	2.227	-2.288	-1.077	1.225	6.775	-9.758	5.531	-7.966	-1.469
8164300	29.46691	-96.81276	4	101.7	861.54	1.600	3.625	-3.870	2.266	-2.419	-1.211	1.425	6.300	-9.236	4.421	-6.481	-1.470
8190500	29.47273	-100.23646	4	615.4	1799.09	1.675	3.600	-3.421	2.149	-2.042	-0.995	1.250	6.875	-10.132	5.500	-8.105	-1.531
8195000	29.48857	-99.70478	4	607.0	1028.29	1.625	3.875	-4.164	2.385	-2.563	-1.160	1.300	6.500	-9.483	5.000	-7.294	-1.584
8200000	29.56967	-99.24671	4	498.0	249.11	1.650	3.825	-4.081	2.318	-2.473	-1.072	1.500	5.875	-8.960	3.917	-5.973	-1.548
